"CÔNG TY TNHH DỊCH VỤ VÀ ĐÀO TẠO HÀ AN","HA AN SERVICE AND TRAINING CO., LTD","0111114958","Số 3 LK27 Khu đô thị Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","May trang phục (trừ trang phục từ da lông thú)","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dich-Vu-Va-Dao-Tao-Ha-An-14958.html"
"CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI ISPVN","","0111114965","Lô C63-LK19, ô số 10, khu c, khu đô thị Gelexomco Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Bán buôn thiết bị và linh kiện điện tử, viễn thông","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Mai-Ispvn-14965.html"
"CÔNG TY TNHH DTECH MEDIA","DTEM CO., LTD","0111114161","Liền kề 28, KĐT Romantic Park, phố Lưu Cơ, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Dịch vụ liên quan đến in","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dtech-Media-14161.html"
"CÔNG TY TNHH 526 HOLDINGS","","0111113760","Số 63, ngõ 33, phố Đoàn Quang Dung, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Xây dựng nhà để ở","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-526-Holdings-13760.html"
"CÔNG TY TNHH LAB ANH TUẤN","ANH TUAN LAB CO., LTD","0111113778","Số nhà 48, đường Giáp Hải, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Sản xuất thiết bị, dụng cụ y tế, nha khoa, chỉnh hình và phục hồi chức năng","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Lab-Anh-Tuan-13778.html"
"CÔNG TY TNHH K6 MEDIA","K6 MEDIA","0111114203","Số nhà 32, ngách 15, ngõ 106, đường Hoàng Quốc Việt, Phường cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Quảng cáo","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-K6-Media-14203.html"
"CÔNG TY CỔ PHẦN TRƯỜNG PHÁT VIS","","0111114348","Số 329 Thôn Đại Quang, Xã Sơn Đông, Thị Xã Sơn Tây, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Gia công cơ khí; xử lý và tráng phủ kim loại","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Truong-Phat-Vis-14348.html"
"CÔNG TY TNHH HẢI TIẾN GOLF NEW","HAI TIEN GOLF NEW CO., LTD","0111114267","Nhà Fll-Khu B, Đường Đại học Mỏ địa chất, Tổ dân phố 4, Phường cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","28/06/2025","Hoạt động của các cơ sở thể thao","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Hai-Tien-Golf-New-14267.html"
"CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ NỘI THẤT LIVE HOME","","0111111298","Số 2, ngõ 277 Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Kien-Truc-Va-Noi-That-Live-Home-11298.html"
"CÔNG TY CỔ PHẦN CÔNG NGHỆ NỘI ĐỊA TOÀN CẦU","","0111111273","Số 46, phố Nguy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Xuất bản phần mềm","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Cong-Nghe-Noi-Dia-Toan-Cau-11273.html"
"CÔNG TY TNHH ANT CLOUD","ANT CLOUD CO.,LTD","0111111594","Tầng 6, nhà số 3 ngõ 171 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Quảng cáo","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Ant-Cloud-11594.html"
"CÔNG TY TNHH SKY UK ENTERTAINMENT","SKY UK ENTERTAINMENT CO., LTD","0111111629","Số 28 ngõ 403 phố Bạch Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Hoạt động sáng tác, nghệ thuật và giải trí","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sky-Uk-Entertainment-11629.html"
"CÔNG TY TNHH CHĂN GA GỐI HANSOO","HANSOO","0111111548","Số 5 ngõ 158 Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Sản xuất thảm, chăn, đệm","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Chan-Ga-Goi-Hansoo-11548.html"
"CÔNG TY TNHH SOL EDUCATION VIỆT NAM","SOL EDUCATION VIET NAM CO., LTD","0111111555","Căn 2- nhà KlTập thể cơ khí Trần Hưng Đạo, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Dịch vụ hỗ trợ giáo dục","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sol-Education-Viet-Nam-11555.html"
"CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI KỲ NAM","","0111109732","Thôn Thuận Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Bán phụ tùng và các bộ phận phụ trợ của mô tô, xe máy","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Va-Thuong-Mai-Ky-Nam-09732.html"
"CÔNG TY TNHH TECLA","","0111109323","No03-B4, TĐC Giang Biên, Long Biên, Hà Nội, Phường Giang Biên, Quận Long Biên, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Dịch vụ hỗ trợ giáo dục","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tecla-09323.html"
"CÔNG TY TNHH TMDV NGỌC KHÁNH HC","NGOC KHANH HC CO., LTD","0111109789","Số 10e ngõ 201/62 Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","27/06/2025","Bán phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-TMDV-Ngoc-Khanh-Hc-09789.html"
"CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI DỊCH VỤ LIENA CLOSET","LIENA CLOSET CO., LTD","0111107291","Số nhà 4, ngách 2, ngõ 1 đường Xóm Chùa thôn Kim Bài, Thị Trấn Kim Bài, Huyện Thanh Oai, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","May trang phục (trừ trang phục từ da lông thú)","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Mai-Dich-Vu-Liena-Closet-07291.html"
"CÔNG TY TNHH KINH DOANH THƯƠNG MẠI DỊCH VỤ VIỆT TOÀN","","0111107090","SỐ01 ngõ 74tổ 11, phố Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Kinh-Doanh-Thuong-Mai-Dich-Vu-Viet-Toan-07090.html"
"CÔNG TY TNHH THƯƠNG MẠI HÀNG NGUYÊN","","0111107728","Số nhà 64, Xóm Mới, Thôn Văn Hội, Xã Văn Hoàng, Huyện Phú Xuyên, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán buôn vải, hàng may mặc, giày dép","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Hang-Nguyen-07728.html"
"CÔNG TY TNHH CÔNG NGHỆ ĐIỆN MÁY LÊ MẠNH","LE MANH ELECTRICAL MECHANICAL TECHNOLOGY CO., LTD","0111106234","Liền ke 18/40, Khu đô thị Kim Chung - Di Trạch, Xã Kim Chung, Huyện Hoài Đức, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Cong-Nghe-Dien-May-Le-Manh-06234.html"
"CÔNG TY TNHH SXTM NGỌC ANH","SXTM NGOC ANH CO., LTD","0111108030","Số 7, ngõ 51, đường La Phù, Thôn Chùa Tổng, Xã La Phù, Huyện Hoài Đức, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán buôn tổng hợp","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sxtm-Ngoc-Anh-08030.html"
"CÔNG TY TNHH THƯƠNG MẠI ĐIỆN MÁY HUYỀN CƯƠNG","HUYEN CUONG CO., LTD","0111109468","Thôn 5, Xã Trung Châu, Huyện Đan Phượng, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Dien-May-Huyen-Cuong-09468.html"
"CÔNG TY TNHH ĐIỆN MẶT TRỜI PHÚ XUYÊN","","0111108915","Tiểu Khu Mỹ Lâm, Thị Trấn Phú Xuyên, Huyện Phú Xuyên, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Lắp đặt hệ thống điện","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dien-Mat-Troi-Phu-Xuyen-08915.html"
"CÔNG TY CỔ PHẦN LK HÀ NỘI","","0111108665","Tầng 1, nhà Sốl3 Đào Duy Từ, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Lk-Ha-Noi-08665.html"
"CÔNG TY TNHH SORA TECHNOLOGIES","SORA TECHNOLOGIES CO., LTD","0111107982","Số 11, hẻm 74/13, ngõ Thịnh Hào 1, đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống đa, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Lập trình máy vi tính","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Sora-Technologies-07982.html"
"CÔNG TY TNHH TƯ VẤN VÀ THƯƠNG MẠI SUNRISE","SUNRISE CONSULTING AND TRADING CO.,LTD","0111108859","Tầng 6, Tòa nhà Icon 4, số 243A Đê La Thành, Phường Láng Thượng, Quận Đống đa, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tu-Van-Va-Thuong-Mai-Sunrise-08859.html"
"CÔNG TY TNHH XE ĐẠP HÙNG ANH","HUNG ANH BICYCLE","0111107277","Số 153 đường Nhật Chiêu, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xe-Dap-Hung-Anh-07277.html"
"CÔNG TY TNHH ĐẠT AN DƯƠNG","","0111107252","số 126 ngách 32 ngõ 76 Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán buôn thực phẩm","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dat-An-Duong-07252.html"
"CÔNG TY CỔ PHẦN HAPPY ECO","HAPPYECO.JSC","0111107189","Số nhà 17, ngõ 264, Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Happy-Eco-07189.html"
"CÔNG TY CỔ PHẦN SHAHA OMNIA GROUP","SHAHA OMNIA GROUP., JSC","0111107220","Số 64 ngõ 210A đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán buôn máy móc, thiết bị và phụ tùng máy khác","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Shaha-Omnia-Group-07220.html"
"CÔNG TY TNHH MTV TD VÂN ANH","VAN ANH TD MTV CO., LTD","0111109002","Số Nhà 19, Ngõ 185/19, Đường Dương Đức Hiền, Xã Phú Sơn, Huyện Gia Lâm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán buôn tổng hợp","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-MTV-Td-Van-Anh-09002.html"
"CÔNG TY TNHH NAM PHÁT 86","","0111108979","Số 7 đường Thành Trung, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán buôn thực phẩm","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Nam-Phat-86-08979.html"
"CÔNG TY TNHH LITA MEDIA","LITAMEDIA","0111108986","Căn 63, Sao Biển 23, KĐT Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Quảng cáo","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Lita-Media-08986.html"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÁT TRIỂN ĐẦU TƯ BÌNH AN","BINH AN INDETRA","0111109443","Số 17, phố Trần Hưng Đạo, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thuong-Mai-Phat-Trien-Dau-Tu-Binh-An-09443.html"
"CÔNG TY TNHH CD TAILOR SÀI GÒN","CD TAILOR SAI GON CO., LTD","0111108961","Số 1 Phố Vọng Đức, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Cd-Tailor-Sai-Gon-08961.html"
"CÔNG TY TNHH THƯƠNG MẠI SEAFOOD NAM PHONG","SEAFOOD NAM PHONG CO., LTD","0111108619","Số 3/661/25/2 phố Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Bán lẻ thực phẩm trong các cửa hàng chuyên doanh","https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Seafood-Nam-Phong-08619.html"
"CÔNG TY CỔ PHẦN DU LỊCH LILY","LILYTRAVEL","0111109475","Số nhà 16A phố Lý Nam Đe, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội","Đang hoạt động (đã được cấp GCN ĐKT)","26/06/2025","Đại lý du lịch","https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Du-Lich-Lily-09475.html"
